Utterance,Emotion,,,,,,
"Oh, I don't know, a million?",fearful,,,,,,
I'm fine.,neutral,,,,,,
All right.,neutral,,,,,,
I'm not fine. Here she comes.,fearful,,,,,,
Wait here. Breathe.,neutral,,,,,,
How do you do that?,fearful,,,,,,
It's like a gift.,happy,,,,,,
We should always always break up together.,happy,,,,,,
"Oh, I'd like that.",happy,,,,,,
You got the clothes clean. Now that's the important part.,neutral,,,,,,
"Oh, I guess. Except everything looks like jammies now.",neutral,,,,,,
"Whoa, I'm sorry. Excuse me. We had this cart.",angry,,,,,,
"Yeah, well, I had a 24-inch waist. You lose things. Now come on, get outta my way.",angry,,,,,,
"I'm sorry, you know, maybe I wasn't being clear. Uh, this is our cart.",angry,,,,,,
"Hey, hey, hey there aren't any clothes in it.",angry,,,,,,
"Hey, hey, hey, hey, quit making up rules!",angry,,,,,,
Let go!,angry,,,,,,
"All right, listen, missy. If you want this cart, you're gonna have to take me with it!",angry,,,,,,
Yes! Did you see that?,happy,,,,,,
"You were incredible! Brand new woman, ladies and gentlemen.",happy,,,,,,
I could not have done this without you.,happy,,,,,,
"Ok, um, uh, more clothes in the dryer? I'm fine, I'm fine.",happy,,,,,,
Are you sure?,neutral,,,,,,
No.,angry,,,,,,
"Oh, are you sure you're ok?",neutral,,,,,,
Yeah.,neutral,,,,,,
Does it still hurt?,fearful,,,,,,
Yeah.,happy,,,,,,
Hi.,neutral,,,,,,
"Hey, how'd it go?",neutral,,,,,,
Excellent.,happy,,,,,,
"We ripped that couple apart, and kept the pieces for ourselves.",neutral,,,,,,
"What a beautiful story. Hey, I'm fine by the way.",angry,,,,,,
"Oh, I'm sorry.",sad,,,,,,
Where's Chandler?,neutral,,,,,,
"Oh, he needed some time to grieve.",neutral,,,,,,
I'm free! I'm free!,happy,,,,,,
That oughta do it.,neutral,,,,,,
"Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!",happy,,,,,,
"The exclamation point in the title scares me. Y'know, it's not just Freud, it's Freud!",happy,,,,,,
"Oh, shhh, shh. Magic is about to happen.",happy,,,,,,
"All you want is a dingle, What you envy's a schwang, A thing through which you can tinkle, Or play with, or simply let hang...",happy,,,,,,
"Alright, alright, alright...",neutral,,,,,,
Here. I need to borrow some moisturizer.,neutral,,,,,,
For what?,neutral,,,,,,
Whaddya think? Today's the big day!,happy,,,,,,
"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",fearful,,,,,,
Thank you!,happy,,,,,,
Where's Joey? His mom's on the phone.,neutral,,,,,,
He's in the bathroom. I don't think you wanna go in there!,happy,,,,,,
"C'mon, we're roommates! My eyes!! My eyes!!",fearful,,,,,,
I warned you...,neutral,,,,,,
Who is being loud?,angry,,,,,,
"Oh, you got the whole night, huh?",neutral,,,,,,
"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,,,,,,
"Ooh, do I sense a little bit of resentment?",neutral,,,,,,
"...Dammit, hire the girl! Okay, everybody ready?",happy,,,,,,
"Uh, listen, I just wanna thank you for this great opportunity.",fearful,,,,,,
Lose the robe.,happy,,,,,,
Me?,fearful,,,,,,
That would work.,happy,,,,,,
Right. Okay. Losing the robe. And the robe is lost.,fearful,,,,,,
"Okay, everybody, we'd like to get this in one take, please. Let's roll it.. water's working .. and... action.",happy,,,,,,
"And cut. Hey, Butt Guy, what the hell are you doing?",angry,,,,,,
"Well, I'm- I'm showering.",fearful,,,,,,
"No, that was clenching.",angry,,,,,,
"I think his butt would like to get this shot before lunch. Once again, rolling... water working... and action....and cut. What was that?",angry,,,,,,
I was going for quiet desperation. But if you have to ask...,angry,,,,,,
"Wow, this is so cool, you guys. The entire city is blacked out!",happy,,,,,,
"Wow, you guys, this is big.",happy,,,,,,
Can I borrow the phone? I want to call my apartment and check on my grandma. What's my number?,fearful,,,,,,
"Well, I never call me.",neutral,,,,,,
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",happy,,,,,,
"Hi Mom, it's Jill.",neutral,,,,,,
"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre! Is it a vestibule? Maybe it's an atrium. Oh, yeah, that is the part to focus on, you idiot!",fearful,,,,,,
"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",neutral,,,,,,
Jill says vestibule... I'm going with vestibule.,neutral,,,,,,
"I'm fine. No, I'm not alone... I don't know, some guy.",neutral,,,,,,
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was some guy.",happy,,,,,,
Hi everyone.,neutral,,,,,,
"And officiating at tonight's blackout, is Rabbi Tribbiani.",neutral,,,,,,
"Well, Chandler's old roomate was Jewish, and these are the only candles we have, so... Happy Chanukah, everyone.",happy,,,,,,
"Eww, look. Ugly Naked Guy lit a bunch of candles.",angry,,,,,,
That had to hurt!,sad,,,,,,
There you go!,happy,,,,,,
You're definitely scaring here.,fearful,,,,,,
Would you like to call somebody?,happy,,,,,,
"Yeah, about 300 guys I went to high school with. Yeah, thanks.",happy,,,,,,
Hello?,neutral,,,,,,
"Hey, it's me.",neutral,,,,,,
It's Chandler! Are you OK?,fearful,,,,,,
"Yeah, I'm fine. I'm trppd in an ATM vstbl wth Jll Gdcr.",sad,,,,,,
What?,fearful,,,,,,
I'm trppd... in an ATM vstbl... wth Jll Gdcr!,fearful,,,,,,
I have no idea what you just said.,fearful,,,,,,
Put Joey on the phone.,angry,,,,,,
What's up man?,neutral,,,,,,
I'm trppd... in an ATM vstbl... wth JLL GDCR.,fearful,,,,,,
"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre! Chandler, listen.",happy,,,,,,
"Yeah, like that thought never entered my mind.",happy,,,,,,
Hmmm... this is so nice.,happy,,,,,,
"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",happy,,,,,,
OK.,neutral,,,,,,
"OK. Here goes. For a while now, I've been wanting to, um....",neutral,,,,,,
Ohhh!!!!,happy,,,,,,
"Yes, yes, that's right...",neutral,,,,,,
"Oh, look at the little cat!",happy,,,,,,
What? Ow!,fearful,,,,,,
"I'm on top of the world, looking down on creation and the only explanation I can find, is the wonders I've found ever since...",happy,,,,,,
This is just Bactine. It won't hurt.,happy,,,,,,
"Sorry, that was wax.",neutral,,,,,,
"Oh, poor little Tooty is fearful to death. We should find his owner.",fearful,,,,,,
Why don't we just put 'poor little Tooty' out in the hall?,neutral,,,,,,
During a blackout? He'd get trampled!,fearful,,,,,,
Yeah?,neutral,,,,,,
"Oh no, the Mendels, they hate all living things, right?",fearful,,,,,,
Oh. Hi. We just found this cat and we're looking for the owner.,happy,,,,,,
"Er, yeah, it's mine.",angry,,,,,,
He seems to hate you. Are you sure?,angry,,,,,,
"Yeah, it's my cat. Give me my cat.",angry,,,,,,
Wait a minute. What's his name?,angry,,,,,,
Ehhhh... B-Buttons.,fearful,,,,,,
Bob Buttons?,happy,,,,,,
"Mmm. Bob Buttons. Here, Bob Buttons.",happy,,,,,,
Oooh! You are a very bad man!,angry,,,,,,
You owe me a cat.,angry,,,,,,
Lucky sixes....,happy,,,,,,
"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",happy,,,,,,
Hi!,happy,,,,,,
And Joey....,happy,,,,,,
Hi!,happy,,,,,,
And Ross.,happy,,,,,,
Hi!,happy,,,,,,
He doesn't speak much English.,neutral,,,,,,
Monopoly!,happy,,,,,,
Look at that!,happy,,,,,,
"So, um... where did Paolo come from?",happy,,,,,,
"Oh... Italy, I think.",happy,,,,,,
"No, I mean tonight, in the building. Suddenly. Into our lives.",happy,,,,,,
"That, that is funny... .... and Rachel keeps touching him.",happy,,,,,,
Alright. I looked all over the building and I couldn't find the kitty anywhere.,happy,,,,,,
"Oh, I found him. He was Paolo's cat.",neutral,,,,,,
Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,neutral,,,,,,
"Ah, Paolo, this is Phoebe.",neutral,,,,,,
You betcha!,happy,,,,,,
"Ah, let's see. What next? Blow a bubble. A bubble's good. It's got a... boyish charm, it's impish. Here we go.",happy,,,,,,
"Nice going, imp. OK, it's OK. All I need to do is reach over and put it in my mouth.",happy,,,,,,
"Good save! We're back on track, and I'm... ..chewing someone else's gum. This is not my gum. Oh my God! Oh my God! And now you're choking.",fearful,,,,,,
Are you alright?,fearful,,,,,,
"My God, you're choking! That better?",happy,,,,,,
Yes... thank you. That was... that was....,neutral,,,,,,
Perfection?,neutral,,,,,,
Thank you.,neutral,,,,,,
Thanks.,happy,,,,,,
Kinda... spooky without any lights.,fearful,,,,,,
Bwah-hah-hah!,happy,,,,,,
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",happy,,,,,,
Oh.. oh... oh.,happy,,,,,,
"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",happy,,,,,,
Dehydrated Japanese noodles under fluorescent lights... does it get better than this?,happy,,,,,,
"Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",happy,,,,,,
"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...",sad,,,,,,
Do you want a date Saturday?,happy,,,,,,
Yes please.,happy,,,,,,
"Okay. He's cute, he's funny, he's-",happy,,,,,,
He's a he?,angry,,,,,,
You did?,neutral,,,,,,
"Yeah, but then you spent Phoebe's entire birthday party talking to my breasts, so then I figured maybe not.",angry,,,,,,
"Huh. Did, uh... any of the rest of you guys think that when you first met me?",neutral,,,,,,
I did.,neutral,,,,,,
"Yeah, I think so, yeah.",neutral,,,,,,
Not me.,neutral,,,,,,
"Nono, me neither. Although, uh, y'know, back in college, Susan Sallidor did.",fearful,,,,,,
You're kidding! Did you tell her I wasn't?,neutral,,,,,,
"Well, this is fascinating. So, uh, what is it about me?",neutral,,,,,,
"I dunno, 'cause you're smart, you're funny...",happy,,,,,,
"Ross is smart and funny, d'you ever think that about him?",neutral,,,,,,
Yeah! Right!,neutral,,,,,,
WHAT IS IT?!,angry,,,,,,
"Okay, I-I d'know, you-you just- you have a quality.",neutral,,,,,,
Yes. Absolutely. A quality.,happy,,,,,,
"Yeah, you have homosexual hair.",neutral,,,,,,
"So, um, did she...",neutral,,,,,,
Twice.,neutral,,,,,,
Twice?,neutral,,,,,,
"Oh, that sucks!",sad,,,,,,
You guys okay?,neutral,,,,,,
Maybe that's 'cause she's not really gone.,neutral,,,,,,
"Nono, she's gone.",neutral,,,,,,
We checked. A lot.,neutral,,,,,,
"Aw. Hey, Pheebs, want this?",happy,,,,,,
Thanks!,happy,,,,,,
Sure. I just sharpened her this morning.,neutral,,,,,,
I don't see why not.,angry,,,,,,
Here's my retainer!,happy,,,,,,
Dad!,fearful,,,,,,
You what?,fearful,,,,,,
Define fun.,neutral,,,,,,
That's probably what they'll say.,neutral,,,,,,
I'd like that.,neutral,,,,,,
"Hey, gorgeous.",happy,,,,,,
Oh! Okay! Phew!,happy,,,,,,
"I dunno, uh... you just have a-a...",neutral,,,,,,
"...Quality, right, great.",happy,,,,,,
What? He's cute!,happy,,,,,,
"Well, yeah... 's'no Brian in Payroll.",happy,,,,,,
Is Brian...?,neutral,,,,,,
This one?,neutral,,,,,,
No.,neutral,,,,,,
Wait! We need shoes!,happy,,,,,,
"Okay. Um, how about these?",fearful,,,,,,
That's really a day shoe.,neutral,,,,,,
"No, it really should be burgundy.",happy,,,,,,
Oh my God..,angry,,,,,,
"Is everything all right, dear?",fearful,,,,,,
"Yeah, just... just Nana stuff.",neutral,,,,,,
"How we doing, you guys ready?",happy,,,,,,
"Oh, you-you mean your earrings?",fearful,,,,,,
What'd I say?,neutral,,,,,,
Hm-m.,neutral,,,,,,
Are these the shoes?,neutral,,,,,,
Yes. Paolo sent them from Italy.,happy,,,,,,
Morning. We ready to go?,happy,,,,,,
It was a really beautiful service.,happy,,,,,,
What?,neutral,,,,,,
"Check it out, Giants-Cowboys.",neutral,,,,,,
God! Ross!,angry,,,,,,
An advance?,neutral,,,,,,
"Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.",angry,,,,,,
"Hi, is uh, is Carol here?",neutral,,,,,,
"No, she's at a faculty meeting.",neutral,,,,,,
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.",neutral,,,,,,
"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",neutral,,,,,,
What's it look like?,neutral,,,,,,
Kinda like a big face without skin.,neutral,,,,,,
"Yes, I'm familiar with the concept. We can just look for it.",neutral,,,,,,
"Ok. Wow, you guys sure have a lot of books about bein' a lesbian.",neutral,,,,,,
"Well, you know, you have to take a course. Otherwise, they don't let you do it.",happy,,,,,,
"Hey, hey, Yertle the Turtle. A classic.",happy,,,,,,
"Actually, I'm reading it to the baby.",neutral,,,,,,
"What, you don't think they can hear sounds in there?",neutral,,,,,,
"You're not serious, I mean, you really... you really talk to it?",fearful,,,,,,
"Yeah, all the time. I want the baby to know my voice.",neutral,,,,,,
"Do you uh, do you talk about me?",neutral,,,,,,
"Yeah, yeah, all the time.",neutral,,,,,,
Really?,neutral,,,,,,
"Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.",neutral,,,,,,
"I'd just like to say that I'm totally behind this experiment. In fact, I'd very much like to butter your head.",happy,,,,,,
"Hey, Rach, did you make your money?",neutral,,,,,,
"No, not even close. Forget Vail, forget seeing my family, forget shoop, shoop, shoop.",sad,,,,,,
"Rach, here's your mail.",neutral,,,,,,
"Thanks, you can just put it on the table.",neutral,,,,,,
"No, here's your mail.",happy,,,,,,
"Thanks, you can just put it on the table.",neutral,,,,,,
Would you just open it?,happy,,,,,,
"Oh my god, oh, you guys are great.",happy,,,,,,
We all chipped in.,happy,,,,,,
We did?,neutral,,,,,,
You owe me 20 bucks.,neutral,,,,,,
Thank you. Thank you so much!,happy,,,,,,
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner? What, what, what is it with you and this holiday?",neutral,,,,,,
"All right, I'm nine years old.",neutral,,,,,,
"Oh, I hate this story.",angry,,,,,,
Oh my god.,sad,,,,,,
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,sad,,,,,,
We did?,fearful,,,,,,
"Yeah, at Macy's. You were the Obsession girl, right? I was the Aramis guy. Aramis? Aramis?",neutral,,,,,,
"Yeah, right.",happy,,,,,,
I gotta tell you. You're the best in the business.,happy,,,,,,
Get out.,angry,,,,,,
"I'm serious. You're amazing. You know when to spritz, when to lay back.",happy,,,,,,
Really? You don't know what that means to me.,happy,,,,,,
"Ooh, you smell great tonight. What're you wearing?",happy,,,,,,
Nothing.,happy,,,,,,
"Listen, uh, you wanna go get a drink or something?",happy,,,,,,
Yeah. Oh.,neutral,,,,,,
What's wrong?,fearful,,,,,,
"I just remembered, I have to do something.",fearful,,,,,,
Oh. What?,fearful,,,,,,
"Um, leave.",angry,,,,,,
"Wait, wait, wait!",angry,,,,,,
Anytime you're ready.,neutral,,,,,,
"Ok, ok, here we go. Ok, where am I talking to, here? I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...",happy,,,,,,
Just aim for the bump.,neutral,,,,,,
"Ok, ok, ok, ok, here goes. You know, I, you know, can't do this. Uh, this is too weird. I feel stupid.",fearful,,,,,,
"So don't do it, it's fine. You don't have to do it just because Susan does it.",happy,,,,,,
"Hello, baby. Hello, hello.",neutral,,,,,,
"Yeah, but did they have to shoot him down? I mean, that was just mean.",angry,,,,,,
"Ok, right about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?",neutral,,,,,,
We're waiting for you to open the door. You got the keys.,neutral,,,,,,
No I don't.,neutral,,,,,,
"Yes, you do. When we left, you said, ""got the keys.""",neutral,,,,,,
"No I didn't. I asked, ""got the ke-eys?""",angry,,,,,,
"No, no, no, you said, ""got the keys"".",angry,,,,,,
Do either of you have the keys?,neutral,,,,,,
The oven is on.,fearful,,,,,,
"Oh, I gotta get my ticket!",fearful,,,,,,
"Well then get it, get it!",angry,,,,,,
That tone will not make me go any faster.,neutral,,,,,,
Joey!,angry,,,,,,
That one will.,neutral,,,,,,
"Hi, how's it goin?",neutral,,,,,,
I did.,neutral,,,,,,
"Does it always, uh--?",neutral,,,,,,
"No, no that was the first.",happy,,,,,,
Keep singing! Keep singing!,happy,,,,,,
I felt it!,happy,,,,,,
Do you think they have yesterday's daily news?,neutral,,,,,,
Why?,neutral,,,,,,
"Where? Ooh, come to Momma.",happy,,,,,,
"He's coming. Be cool, be cool, be cool.",fearful,,,,,,
Nice hat.,neutral,,,,,,
Thanks.,happy,,,,,,
We should do something. Whistle.,happy,,,,,,
We are not going to whistle.,angry,,,,,,
"Come on, do it.",happy,,,,,,
No!,angry,,,,,,
Do it!,happy,,,,,,
