Utterance,Emotion
"No, that was Dana Caplin.",neutral
"Morning! Hey, how’s my favorite genius and my little robot buddy?!",happy
Don’t touch him!,angry
Okay!,surprised
All right.,neutral
"Umm, all right Wayne, level with me.",neutral
I-I keep hearing all these rumors that I might get fired.,fearful
"Okay, they even have actors coming in to read for my part!",fearful
"Come on man, you-you got to give me a second chance!",sad
"I mean, I love-I love this little guy!",happy
Ah-ah!!,surprised
"Okay, that’s why you didn’t want me to touch him right?",surprised
Here you go!,neutral
Okay?,neutral
Stupid!,angry
I can’t believe it!,surprised
God!,angry
"Hey, how you doin’?",neutral
Hey.,neutral
"Hi. Look um, about what happened earlier...",sad
"No, hey, well, I-I completely understand. You were, you were stressed.",neutral
I was gonna give you a chance to apologise to me.,disgusted
For what? For letting you throw me out of your office?,angry
You had no,angry
"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",angry
"But I told you, I didn’t have the time!",angry
"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",angry
"Wh, Ross what do you want from me?",angry
"You want me, you want me to quit my job so you can feel like you have a girlfriend?",angry
I know.,neutral
"Ooh, I have to tell you something.",happy
What?,neutral
But I can’t tell you.,neutral
"Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.",neutral
"Well, sure in a perfect world. But, no, I promised I wouldn’t tell, and I swore to like all my gods.",neutral
Okay. Does it have to do with Ross and Rachel?,neutral
No.,neutral
Does it have to do with Joey?,neutral
No.,neutral
Does it have to do with-with Chandler and that sock that he keeps by his bed?,neutral
"No, but let’s come back to that later!",neutral
Hi!,happy
Richard!,happy
"Actually, I’m not here to complement the chef.",neutral
"Ohh… Oh, that’s okay I hate when people come back to complement the chef.",neutral
Like I have nothing better to do!,neutral
So what’s up?,neutral
"Well, it was great seeing you the other night.",happy
"Oh, good to see you too. Did you come down here to tell me that?",neutral
No! I came here to tell you something else.  I came here  to tell you I still love you.,happy
"One pregnant woman at a time, please! I just want you to be okay.",disgusted
So forcing her to marry Bobby is gonna make that happen?,sad
"Maybe!  Well! Well…so-so uh, what kind of music does Numb Nuts—Oh forget it! I can’t!",angry
"Okay Bobby, why don’t we just come over here and let them have a little moment.",neutral
Come here!,happy
No! Seriously! What’s wrong with you?!,angry
"Maybe!  Well! Well…so-so uh, what kind of music does Numb Nuts—Oh forget it! I can’t!",angry
"Joey, I am scared to death about this.",fearful
"But I really think I can do it, I’m just gonna need some help.",fearful
And Bobby’s gonna be here the whole time.,neutral
"Look, Rachel’s told me how much easier you’ve made all this on her. Why can’t you do that for me?",angry
Because! ‘Cause… ‘Cause you’re my baby sister!,sad
And you’re my big brother!,happy
"I mean, you’re my favorite guy in the whole world.",neutral
I’m not even scared to tell mom and dad.,neutral
I was scared of telling you.,fearful
"Well I’d be scared of them, but all right.",fearful
"Joey, I can’t stand the thought of having this baby with you mad at me.",sad
I want him to have his uncle.,sad
Is my baby gonna have his Uncle Joey?,sad
Of course he’s gonna have his Uncle Joey!,happy
"We’re gonna be all right. I mean, even if we’re not married this baby is gonna be so loved. Not just by us.",happy
That’s right! By his uncle too!,happy
"Joey, I am scared to death about this.",fearful
"But I really think I can do it, I’m just gonna need some help.",fearful
And Bobby’s gonna be here the whole time.,neutral
"You bet I am!  And to answer your earlier question, we’re straight-up gangster rap.",happy
"Look, Rachel’s told me how much easier you’ve made all this on her. Why can’t you do that for me?",angry
And you’re my big brother!,happy
"I mean, you’re my favorite guy in the whole world.",neutral
I’m not even scared to tell mom and dad.,neutral
I was scared of telling you.,fearful
"Joey, I can’t stand the thought of having this baby with you mad at me.",sad
I want him to have his uncle.,sad
Is my baby gonna have his Uncle Joey?,sad
That’s right! By his uncle too!,happy
And by you.,happy
And by you.,happy
"Okay Bobby, why don’t we just come over here and let them have a little moment.",neutral
I had a really nice time tonight.,happy
So did I. I'm really glad Monica asked us out.,happy
"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",neutral
You're sister? You're sister's asleep on the couch?  Ohhh! I saw,surprised
"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",neutral
Hi!,happy
You are so dead! I'm gonna get you.,happy
"Uh, it was very nice meeting you.",neutral
Hi!,happy
"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",surprised
"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",surprised
Like it would help.,neutral
You are so bad!,happy
You are!,happy
You are!,happy
You are!,happy
You are!,happy
You are!,happy
You are!,happy
You are so dead! I'm gonna get you.,happy
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",surprised
"Hi Mom, it's Jill.",neutral
"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",surprised
"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",neutral
Jill says vestibule... I'm going with vestibule.,neutral
"I'm fine. No, I'm not alone... I don't know, some guy.",neutral
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",happy
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,neutral
Uh-huh.,neutral
That sounds great!,surprised
That sounds great!,surprised
Hey!,neutral
Hey!,neutral
"Umm, excuse me, we switched apartments. You can’t eat are food anymore, that-that gravy train had ended.",angry
There’s gravy?,surprised
If you have the big apartment you have to deal with people coming over all the time.,neutral
"That fridge has got to be stocked, okay, that’s your department now.",neutral
What are you doing?,neutral
I think I left a donut up here.,neutral
"Oh, excuse me. I forgot my briefcase y'know, by accident.",neutral
"Of course, you did.",happy
Forgot something else too ya bastard!,happy
"Well, what about you?",neutral
You’re not feeling left out or anything are ya?,neutral
"Of course, you did.",happy
Forgot something else too ya bastard!,happy
"Well, what about you?",neutral
You’re not feeling left out or anything are ya?,neutral
"No. No, not at all, that’s-that’s ridiculous.",sad
"Everybody else got one, and you want one too. Don’t you?",happy
"Ye-ye-yeah, yes I do!",sad
"Now get on out of here, you!",happy
Hey Bob.,neutral
Hey! How’s my pal Toby doing today?,happy
"If I see him, I’ll ask.",neutral
Toby!,happy
Yeah!,happy
Yeah!,happy
Oh then you know each other.,neutral
We’re on a semi-first name basis.,neutral
What do you think of adding him to our team?,neutral
"Bob? Ooh, working here with us? Everyday? Yeah, I don’t know if he has what it takes.",surprised
Really? They love him down on six.,surprised
But this is eleven. It’s almost twice as hard up here.,neutral
Hey! Guess what I got for your wedding!,happy
A freakish thin date with a hangry for her head?,neutral
"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!",happy
What?,surprised
That’s right! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in.,happy
You can’t wear that! I’m wearing the famous tux! James Bond’s tux!,angry
So?,neutral
So—If you wear that you’ll make mine less special.,sad
"Sorry, I just don’t like the idea of when I say ""I do,"" he’s thinking, ""Yeah, I’d do her too!""",angry
Well then we still have a problem.,neutral
Yeah!,neutral
Yeah!,neutral
With what?,neutral
What?! No! It was my idea!,angry
Guys thank you very much but neither of you is marrying us.,neutral
With what?,neutral
"Well, we’re trying to find someone to perform our wedding and they’re all either boring or annoying or y’know, can’t stop staring at the ladies.",neutral
Oo! You should have one of us do it!,happy
"Phoebe, we’re getting",neutral
No! No! It’s-it’s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,happy
No! No! It’s-it’s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,happy
I call it!!,happy
What?! No! It was my idea!,angry
Guys thank you very much but neither of you is marrying us.,neutral
Does calling it not mean anything anymore?!,angry
"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",neutral
"See, I see.... big passion in your future.",happy
Really?,surprised
I do.,neutral
"Oh Ross, you're so great. [she playfully rubs his head and gets up]",happy
"That was supposed to be a good thing, I forget why.",neutral
"Just listen, Monica, I, do you know, okay, do you know, I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",neutral
"Well, you-you coulda just turned the cushion over.",neutral
"Yeah, I would’ve except I had a big spaghetti stain on the other side.",neutral
What?!?!,surprised
"Okay, this is what I’m talking about, this. I-I need to live in a land where people can spill.",neutral
You can spill. In the sink.,neutral
"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",sad
"I love you, too.",happy
"Aww, good.  What?",happy
What? I’m just said.,sad
"No you’re not, you’re wondering which cushion it is.",neutral
Oh my God! Are you serious?!,surprised
Uh-huh.,neutral
I would love to live with you Ross.. that’s-that’s great! Thank you!,happy
"Well, I’m-I’m just glad I could, y’know, help you out.",neutral
"Ross-Ross, you have no idea what this means to me!",happy
"I mean, I mean I was gonna be homeless.",sad
You just saved me!,happy
You’re my hero!,happy
"Hero, I uh, I don’t know—well, all right.",neutral
"Oh, I have to go tell Monica what a wonderful brother she has!",happy
"Oh please!   You’re gonna say things now, aren’t ya?",happy
"Oh please!   You’re gonna say things now, aren’t ya?",happy
No.,neutral
"No, I won’t.",neutral
"But I should tell you this, this exact same thing happened to my roommate Denise.",neutral
"She moved in with a guy who was secretly married to her and he said he didn’t love her, but he really did, and it just blew up!",angry
"...Dammit, hire the girl!  Okay, everybody ready?",angry
"Uh, listen, I just wanna thank you for this great opportunity.",happy
Lose the robe.,neutral
Me?,surprised
That's great.,happy
"Well, I'm gonna get another espresso. Can I get you another latte?",neutral
"No, no, I'm still working on mine.",neutral
That's it?,surprised
That's great.,happy
"Well, I'm gonna get another espresso. Can I get you another latte?",neutral
That's it?,surprised
"Yeah, it was really hard.",sad
"Oh, yeah, that hug looked pretty brutal.",neutral
"Ok, you weren't there.",angry
"Wow! That’s ah, that’s pretty nice!",happy
Pretty nice?,neutral
Pretty nice?,neutral
"You’ll have to pardon my roommate, he wanted to marry this.",neutral
